para_id,essay_id,para_text,adu_spans,ac_types,ac_rel_pairs,ac_rel_types,dataset_type,para_types
123,481,"<para-body> <ac> It seems that just about anyone can create a debt collection company </ac> <ac> and if the owners and / or employees have unscrupulous desires , then it seems that privacy is a big concern . </ac> <ac> Plus , if anyone can create / own debt collection companies , then it doesn ' t seem to surprise me why so many debt collecting companies break the laws . </ac> <ac> There should be tighter laws on the formation of debt collection companies and the employees that they can hire . </ac> </para-body>","[(1, 14), (15, 38), (39, 71), (72, 93)]","['fact', 'value', 'value', 'policy']",[],[],train,body
124,482,"<para-body> <ac> another issue is an original business which isn ' t covered under FDCPA only needs a servicemember ' s military address ( usually their only address ) , </ac> <ac> they simple replace the servicemember / customer ' s name with Commanding Officer on a mailing or use a unit locator and ask for Commanding Officer . </ac> <ac> Considering some of the businesses located outside of a base that prey on unsophisticated young troops , like a used car lot and it ' s easy to have more leverage with that troop . </ac> </para-body>","[(1, 30), (31, 59), (60, 96)]","['fact', 'fact', 'value']",[],[],train,body
125,483,"<para-body> <ac> Check your state law , </ac> <ac> such as Illinois has its own Collection Agency Act . </ac> <ac> It ' s a licensed profession and Atty general for the state would be a start for a complaint . </ac> <ac> _ _ URL _ _ </ac> </para-body>","[(1, 7), (8, 19), (20, 41), (42, 48)]","['policy', 'fact', 'fact', 'reference']","[(1, 3)]",['evidence'],train,body
126,484,<para-body> <ac> At least in Illinois there is a Caller ID spoofing law . </ac> <ac> Still get calls every day with false / unintelligible called ID listed and no message left . </ac> <ac> _ _ URL _ _ </ac> </para-body>,"[(1, 14), (15, 33), (34, 40)]","['fact', 'testimony', 'reference']","[(0, 2)]",['evidence'],train,body
127,489,<para-body> <ac> Creditors generally do not send accounts to collection until after they have sent multiple notices . </ac> <ac> Requiring a specific notice will expose small creditors to liability beyond any benefit to consumers . </ac> </para-body>,"[(1, 18), (19, 36)]","['fact', 'value']",[],[],train,body
128,491,<para-body> <ac> A standard first letter would be an excellent idea - especially if states would agree on the content . </ac> <ac> Consumers could recognize the format and know where to look for the information they need . </ac> <ac> Consumer testing would be a very good idea . </ac> <ac> I believe that industry members would favor this to reduce litigation over technical violations . </ac> <ac> Taxpayers would benefit by reduced federal court expenses . </ac> </para-body>,"[(1, 21), (22, 39), (40, 50), (51, 67), (68, 78)]","['value', 'fact', 'value', 'value', 'value']","[(0, 1), (2, 3), (2, 4)]","['reason', 'reason', 'reason']",train,body
129,493,"<para-body> <ac> I knew a man who was sued by a debt collector and he was not served . </ac> <ac> "" Someone "" was served , but not at his address and he was denied due process . </ac> <ac> He learned of the suit when it was a judgment on his credit report . </ac> <ac> He attempted to have the judgment overturned for lack of due process and the judge would not grant it . </ac> <ac> Unfortunate , but yes they are allowed to deny due process and get away with it . </ac> </para-body>","[(1, 19), (20, 39), (40, 56), (57, 78), (79, 97)]","['testimony', 'testimony', 'testimony', 'testimony', 'fact']",[],[],train,body
130,494,<para-body> <ac> I agree both party ' s should be aware if any recording is going on . </ac> <ac> It is fair for both sides </ac> </para-body>,"[(1, 18), (19, 26)]","['policy', 'value']","[(0, 1)]",['reason'],train,body
131,495,<para-body> <ac> The FTC got this one right . </ac> <ac> Alternative one is easy to communicate and understand . </ac> <ac> Terms like default and charge - off can be confusing and subject to interpretation . </ac> </para-body>,"[(1, 9), (10, 20), (21, 37)]","['value', 'value', 'value']","[(1, 2)]",['reason'],train,body
132,496,"<para-body> <ac> I don ' t think that is the solution , </ac> <ac> I hear there isn ' t room in the jails to put all the bill collectors . </ac> <ac> A lot of the multiple calls problems come from an dialer calling , if it doesn ' t get an answer it will call back later . </ac> </para-body>","[(1, 12), (13, 31), (32, 60)]","['value', 'fact', 'fact']","[(0, 1), (0, 2)]","['reason', 'reason']",train,body
133,498,"<para-body> <ac> I have a debt in dispute with the CFPB , and it has not yet been resolved , but during the government shutdown the Original Creditor turned it over to a collection agency . </ac> <ac> The collection agency has not contacted me in writing at all , but they did a hard pull on my credit report . </ac> <ac> I legitimately closed the account when it was paid in full , but they continued billing me after I had cancelled the service . </ac> <ac> Now the matter is simply snowballing . </ac> <ac> I am very upset about this . </ac> <ac> If a consumer is in the midst of a dispute with the CFPB , I would think there would be a "" time out "" on collection actions and especially malicious hard pull of the credit report while the dispute is ongoing . </ac> </para-body>","[(1, 36), (37, 61), (62, 87), (88, 96), (97, 105), (106, 150)]","['testimony', 'testimony', 'testimony', 'value', 'value', 'value']",[],[],train,body
134,499,"<para-body> <ac> A simple request for a call back is the best . </ac> <ac> "" Foti "" messages serve no one . </ac> <ac> It ' s clear to everyone that the call is from a collector and 3rd parties are unnecessarily inconvenienced . </ac> </para-body>","[(1, 13), (14, 23), (24, 45)]","['value', 'value', 'value']","[(0, 1), (0, 2)]","['reason', 'reason']",train,body
135,500,<para-body> <ac> You don ' t answer you ' ll get a call again . </ac> <ac> Rather than ignore you could answer and ask the company not to call you . </ac> </para-body>,"[(1, 15), (16, 32)]","['fact', 'fact']","[(1, 0)]",['reason'],train,body
136,501,<para-body> <ac> Consumers should be able to review all encoding and information in e - OSCAR </ac> <ac> and there should be a comprehensive means to submit corrections and evidence to a dispute . </ac> </para-body>,"[(1, 16), (17, 34)]","['policy', 'policy']",[],[],train,body
137,502,"<para-body> <ac> I don ' t think that we are discussing how to block a collector from calling you . </ac> <ac> You shouldn ' t have to feel that you have to "" block "" a call . </ac> <ac> You should just answer and ask them not to call you . </ac> </para-body>","[(1, 20), (21, 39), (40, 53)]","['value', 'policy', 'policy']","[(1, 2)]",['reason'],train,body
138,503,"<para-body> <ac> Creditors should be entitled to require consumers to provide them with a contact address and phone number and to provide updates while debts are outstanding . </ac> <ac> If consumers do not do so , it should be fair for creditors ( and collectors ) to skip - trace or to reach them at other numbers . </ac> <ac> Collectors should not be allowed to make calls to work until they have made multiple attempts to contact a consumer at home . </ac> </para-body>","[(1, 28), (29, 59), (60, 84)]","['policy', 'policy', 'policy']",[],[],train,body
139,505,"<para-body> <ac> I don ' t think limiting the time to call a person at work is an option . </ac> <ac> Everyone works at different times . </ac> <ac> Some people moves , change cell phone numbers , </ac> <ac> so call them at work is sometimes the only option . </ac> <ac> It ' s hard to know what place "" prefers "" no personal calls , </ac> <ac> and a list could be an option , </ac> <ac> but most people work for smaller company ' s </ac> <ac> and the lists will cater to the large company ' s . </ac> <ac> Most people have information about where they work somewhere on the web . </ac> <ac> I don ' t see a problem if a debt collector calls a customer at work if they don ' t know prior of any inconvenience . </ac> </para-body>","[(1, 20), (21, 28), (29, 39), (40, 52), (53, 69), (70, 79), (80, 90), (91, 104), (105, 119), (120, 148)]","['value', 'fact', 'fact', 'value', 'value', 'value', 'fact', 'value', 'fact', 'value']","[(0, 1), (3, 2), (7, 6)]","['reason', 'reason', 'reason']",train,body
140,506,"<para-body> <ac> Let ' s start by assuming the creditor provided something for which a consumer agreed to pay . </ac> <ac> Creditors should be entitled to get a phone number and address at which the creditor can reach the consumer and to get updates as long as a debt is outstanding . </ac> <ac> If a consumer chooses to use only a cell phone , the creditor and collector should be able to contact him at that number . </ac> </para-body>","[(1, 20), (21, 53), (54, 80)]","['policy', 'policy', 'policy']",[],[],train,body
141,512,"<para-body> <ac> To start e - oscar should take internet complaints the same a shad written letters . </ac> <ac> They do not do that . </ac> <ac> They take internet disputes differently then they do hand written letter . </ac> <ac> That is in regards to disputed debts and it is important that the credit bureaus be consistent about the dispute process and the statues of limitations based on state laws . </ac> <ac> They should also have limits on how many collection agencies they sell the account of too including their shady practice of selling accounts of to collection agencies in different states . </ac> <ac> Their should be a cap on debts owed and the power that the agencies have on consumers . </ac> <ac> I think ultimatel it is about the collection agencies not abusing the consumer and helping consumers find ways to keep their accounts out default . </ac> <ac> A good start to offer consumers to get their accounts out of default would be based on charging consumers a small percentage of % coupled with a promissory note with a date to begin making payments to the debt collector . </ac> <ac> They abuse the consumers </ac> <ac> and they should stop it . </ac> <ac> Overall , the communication process between consumers and debt collectors is flawed with mis communications and a lack of options to pay back what they owe . </ac> </para-body>","[(1, 18), (19, 26), (27, 40), (41, 73), (74, 106), (107, 126), (127, 153), (154, 196), (197, 202), (203, 210), (211, 239)]","['policy', 'fact', 'value', 'value', 'policy', 'policy', 'value', 'value', 'value', 'policy', 'value']",[],[],train,body
