essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,ac_types,ac_rel_targets,ac_rel_types,ac_rel_pairs
122,676,body,"<para-body> it is undeniable that <ac> cheap air fares have broadened travel possibilities for many people , particularly for the lower income group </ac> . <ac> these days , millions of people can travel around the world for work or pleasure </ac> . <ac> they can develop their careers , broad their knowledge , and interact with many other people from varied cultural backgrounds </ac> . moreover , <ac> travels also help to promote the tourist industry development , boost the economy and job markets of many countries </ac> . </para-body>","[(1, 23), (24, 41), (42, 64), (66, 88)]","[(5, 23), (25, 41), (43, 64), (68, 88)]","[(1, 4), (24, 24), (42, 42), (66, 67)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
122,677,body,"<para-body> on the other hand , <ac> growing of cheap flights really have negative impact on environment </ac> . apparently , <ac> more flights could mean bigger and busier airport that may be grown the air pollution for people who live and work close to it </ac> . however , <ac> the biggest concern is the effect on global warming </ac> . <ac> burning plane fuel can releases carbon dioxid into environment that cause the earth to heat up </ac> . in fact , <ac> while many efforts are being made to reduce co2 emissions from cars and factories , nothing is being done to reins the airlines </ac> . </para-body>","[(1, 17), (19, 46), (48, 60), (61, 79), (81, 108)]","[(6, 17), (21, 46), (50, 60), (62, 79), (84, 108)]","[(1, 5), (19, 20), (48, 49), (61, 61), (81, 83)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4)]"
122,678,conclusion,"<para-conclusion> in conclusion , i would argue that <ac> the drawbacks of cheap air fares outweigh the benefits </ac> . however , it does not mean that air travel should be more expensive . instead , people should be aware of their responsibility to reduce the emissions caused by their lifestyle choices . </para-conclusion>","[(1, 18)]","[(8, 18)]","[(1, 7)]",['MajorClaim'],[12],[],[]
123,679,prompt,<prompt> salary increases and promotions to new positions are not the only ways </prompt>,[],[],[],[],[],[],[]
123,680,intro,"<para-intro> it is unquestionable that salary increases and promotions to new positions are very common way to reward employees for good work . besides the methods , from my point of view , <ac> providing professional training can be effective in encouraging further good work </ac> . my arguments for this point are listed follows . </para-intro>","[(23, 45)]","[(33, 45)]","[(23, 32)]",['MajorClaim'],[12],[],[]
123,681,body,"<para-body> firstly , <ac> training time can provide employee interesting time outside working office to refresh their mind </ac> . clearly , <ac> in company we always have to deal with so many stressful situations such as negotiating with difficult customer , complaining from boss , etc </ac> . therefore , <ac> we can unleash uncomfortable in training classes by making new friends , joking in class , enjoying new knowledge </ac> . </para-body>","[(1, 18), (20, 47), (49, 71)]","[(3, 18), (22, 47), (51, 71)]","[(1, 2), (20, 21), (49, 50)]","['Premise', 'Premise', 'Claim']","[2, 2, 12]","['Support', 'Support']","[(2, 0), (2, 1)]"
123,682,body,"<para-body> secondly , <ac> employees fell that they are valuable if they are trained </ac> . in this case , <ac> the employees know that their company is investing on them for future development of their company </ac> . so obviously , <ac> they will think about develop long term career with their company </ac> . for another thing , <ac> employees will be very proud of themselves when they are provided training while others don ' t have this opportunity </ac> . </para-body>","[(1, 14), (16, 37), (39, 54), (56, 81)]","[(3, 14), (20, 37), (42, 54), (60, 81)]","[(1, 2), (16, 19), (39, 41), (56, 59)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 2, 0, 0]","['Support', 'Support', 'Support']","[(2, 1), (0, 2), (0, 3)]"
123,683,body,"<para-body> thirdly , <ac> providing training will make employees happy with their current job </ac> because <ac> it help them improve their professional business knowledge </ac> . <ac> having professional training help employees gain more confidence in their business </ac> , so i believe that <ac> they will finish their jobs with excellent result </ac> . of course , <ac> excellent working result will make them very happy as well as their boss </ac> . </para-body>","[(1, 14), (15, 25), (26, 39), (40, 54), (56, 73)]","[(3, 14), (16, 25), (27, 39), (45, 54), (59, 73)]","[(1, 2), (15, 15), (26, 26), (40, 44), (56, 58)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 3, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (3, 2), (0, 3), (0, 4)]"
123,684,conclusion,"<para-conclusion> in conclusion , <ac> providing professional training as a reward for good work has many advantages </ac> . <ac> training can help employees refresh their mind as well as make them happy , focus on work </ac> . taking into account of all these factors , we may reach the conclusion that <ac> training can be effective in encouraging further good work </ac> . </para-conclusion>","[(1, 17), (18, 37), (39, 63)]","[(4, 17), (19, 37), (53, 63)]","[(1, 3), (18, 18), (39, 52)]","['Claim', 'Premise', 'MajorClaim']","[12, 0, 12]",['Support'],"[(0, 1)]"
124,685,prompt,<prompt> attending university classes should be required or optional </prompt>,[],[],[],[],[],[],[]
124,686,intro,"<para-intro> attending university ' s classes is one of activities that students have to do . however , class is not the only source of knowledge . students also learn from other sources such as experience , libraries and other people . i think <ac> going to classes should be optional for students </ac> for the following reasons . </para-intro>","[(42, 53)]","[(44, 53)]","[(42, 43)]",['MajorClaim'],[12],[],[]
124,687,body,"<para-body> firstly , the reason why university students should not be required to attend class is <ac> sometimes the students in the university can learn better from other sources outside the class room </ac> . <ac> student can also study by themselves in the library and focus on only the topic they do not understand </ac> . for example , <ac> i have a close friend who was in the same department with me in the university </ac> . <ac> she learned quickly and understood everything in class so fast </ac> . thus , <ac> she rarely went to class but spent most time to understand confusing topic </ac> . finally , <ac> she got very good grade when she was graduation </ac> . </para-body>","[(1, 33), (34, 55), (57, 77), (78, 90), (92, 108), (110, 122)]","[(16, 33), (35, 55), (60, 77), (79, 90), (94, 108), (112, 122)]","[(1, 15), (34, 34), (57, 59), (78, 78), (92, 93), (110, 111)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 4, 4, 0, 4]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (4, 2), (4, 3), (0, 4), (4, 5)]"
124,688,body,"<para-body> secondly , students should not be required to attend classes because <ac> they can manage the time spending on classes to do other benefit things if they already understand topic in the class very well </ac> . in my experience , <ac> many times i did not attend biology class because my university does not require the students to attend classes </ac> . also , <ac> i had already studied all biology topics before attending university </ac> . as a result , <ac> i spent the time of biology class to do my chemistry research and got a + for both biology and chemistry </ac> . </para-body>","[(1, 36), (38, 62), (64, 77), (79, 105)]","[(12, 36), (42, 62), (66, 77), (83, 105)]","[(1, 11), (38, 41), (64, 65), (79, 82)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 3, 3, 0]","['Support', 'Support', 'Support']","[(3, 1), (3, 2), (0, 3)]"
124,689,conclusion,"<para-conclusion> in conclusion , i think <ac> the students should know what activities they should do at the time and have good management for their learning time </ac> . also , they have to know how to deal with the effects from not attending classes . so that , <ac> attending classes in the university will not be required to the students anymore </ac> . </para-conclusion>","[(1, 27), (46, 63)]","[(6, 27), (49, 63)]","[(1, 5), (46, 48)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
125,690,prompt,"<prompt> small town vs . big city ( opportunities , entertainment , job places ) </prompt>",[],[],[],[],[],[],[]
125,691,intro,"<para-intro> in a few years i will finish my studying in the university and i will have to decide whether to live in a small town or a big city . as <ac> i am eager to get a good job and explore different places </ac> , i think <ac> i would prefer to live in a city </ac> . </para-intro>","[(31, 45), (46, 58)]","[(32, 45), (49, 58)]","[(31, 31), (46, 48)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
125,692,body,"<para-body> <ac> big city life provides many opportunities </ac> . first of all , <ac> it will be easier for me to find an engineering job in the city </ac> . <ac> electrical engineering deals with problems concerning electricity supply </ac> . therefore , <ac> a big city can offer me many more vacancies than a small town </ac> . </para-body>","[(0, 8), (10, 29), (30, 40), (42, 58)]","[(1, 8), (14, 29), (31, 40), (44, 58)]","[(0, 0), (10, 13), (30, 30), (42, 43)]","['Premise', 'Premise', 'Premise', 'Claim']","[3, 3, 3, 12]","['Support', 'Support', 'Support']","[(3, 0), (3, 1), (3, 2)]"
125,693,body,"<para-body> <ac> at the weekends , there is a great number of things to do in the metropolis </ac> . <ac> there are numerous bars , cafes and restaurants where i can go with my friends </ac> . <ac> multinational cities have restaurants with different national cuisines </ac> . <ac> i am fond of italian food , and if there is an italian restaurant in the city , i will definitely visit it </ac> . </para-body>","[(0, 18), (19, 36), (37, 47), (48, 73)]","[(1, 18), (20, 36), (38, 47), (49, 73)]","[(0, 0), (19, 19), (37, 37), (48, 48)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
125,694,body,"<para-body> <ac> a night club is an interesting place to visit for young people </ac> . <ac> there a person can listen to music , make new friends or enjoy a a drink alone </ac> . <ac> cultural life of a metropolis is always an entertaining one </ac> . <ac> i am keen on museums and it would be a pleasure for me to spend several hours a week in front of famous paintings , sculptures or artifacts </ac> . <ac> on special dates , city offers free exhibitions which are available for everyone who is interested in art </ac> . </para-body>","[(0, 14), (15, 34), (35, 47), (48, 78), (79, 99)]","[(1, 14), (16, 34), (36, 47), (49, 78), (80, 99)]","[(0, 0), (15, 15), (35, 35), (48, 48), (79, 79)]","['Premise', 'Premise', 'Claim', 'Premise', 'Premise']","[2, 2, 12, 2, 2]","['Support', 'Support', 'Support', 'Support']","[(2, 0), (2, 1), (2, 3), (2, 4)]"
